tid,did,name,Comments,Year,License,Potential issue,Domain,Required split,Relevant task,Reference,Original Source ,"Include 
(Andrej)",Explanation (Andrej),"Include 
(Lennart)",Explanation (Lennart),Final Decision ,Benchmark,task_type,status,estimation_procedure,evaluation_measures,target_feature,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,number_samples,cost_matrix,source_data_labeled,target_feature_event,target_feature_left,target_feature_right,quality_measure,target_value
168757,31,credit-g,"Comes with a cost matrix. TabRed says that task requires time based split, but no time feature given. However, if time-invariant features are used that might not matter. Also might be outdated as nowadays other features might be used; only time dependency could be the bank's and the world's financial state as a confounding factor ",1994,,Outdated (Deutsche Mark),Tabular,random or temporal,Yes,10.24432/C5NC77,10.24432/C5NC77,Conditional,"Fits criteria, but honestly this dataset with only 1000 samples from 1994 is not representative of a credit scoring task anymore. If no better dataset is available I would not use it",Unclear,"Temporal impact unclear and not resolvable, otherwise ok and not too old",Yes,Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,class,700.0,10.0,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0,,,,,,,,
168784,40982,steel-plates-fault,"Features extracted from steel plate images with metadata? Might be solved differently nowadays, i.e. CV. Might also be originally a time-series task, but not sure. Was also used for a playground cometition: https://www.kaggle.com/competitions/playground-series-s4e3/overview; speaking from a recent collaboration this is still solved with tabular as the image does not provide more informatioin as the machine only requires the location values (the steel looks all the same, the form not fully); you have much more features nowadays including some from cv

Extracted from image data.",2010,,-,Tabular,random (maybe grouped),Yes," Semeion, Research Center of Sciences of Communication, Via Sersale 117, 00128, Rome, Italy.",10.24432/C5J88N,Yes,Fits all criteria (but I still believe nowadays other data might be used for this task),Yes,no objection,No (after post-hoc analysis),Image,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,target,673.0,7.0,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0,,,,,,,,
168868,41138,APSFailure,"Comes with a cost matrix. Originally comes with custom train/test split. Last 16k are test. Strongly imbalanced task. Might originally be time-series. Error very close to zero on TabRepo - might indicate a leak; data from daily usage indicates temporal relationship as well and potentailly future failures per seasons; data contains histograms; missing values must be nan-ed

Update: Error is close to zero because it is trivial to classify the negative cases due to the high class imbalance. However meaningful learning is possible. One paper about challenge: https://link.springer.com/chapter/10.1007/978-3-319-46349-0_33. D",2016,,"maybe temporal, heavily preprocssed",Tabular,unclear,Yes,10.24432/C5V60Q,10.24432/C5V60Q,Conditional,need to verify that original provided split was also random,Conditional,verify split,Yes,Tabular,Supervised Classification,active,10-fold Crossvalidation,,class,74625.0,2.0,1375.0,2.0,171.0,76000.0,75244.0,1078695.0,170.0,1.0,,,,,,,,
168909,41163,dilbert,From AutoML challenge. 2000 features. images come from 50 toys belonging to 5 categories. NNs & LightGBM perform best on TabRepo,2014,,Image domain,Image,random,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,,class,2049.0,5.0,1913.0,5.0,2001.0,10000.0,0.0,0.0,2000.0,1.0,,,,,,,,
168910,41164,fabert,From AutoML challenge. 800 features. Gesture recognition task,2014,,Image domain,Image,grouped,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,,class,1927.0,7.0,502.0,7.0,801.0,8237.0,0.0,0.0,800.0,1.0,,,,,,,,
168911,41143,jasmine,From AutoML challenge. The task is to classify cursive script subwords from data in a feature representation extracted from Arabic Historical Manuscripts.,2014,,Text domain,Text,unclear,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Text,No,Text,No,Text,Supervised Classification,active,10-fold Crossvalidation,,class,1492.0,2.0,1492.0,2.0,145.0,2984.0,0.0,0.0,8.0,137.0,,,,,,,,
189354,1169,airlines,Requires temporal split. Also better datasets for this task might be available as only 7 features are given; has nosiy duplicates; original data has 120 million rows?; used not as a predictive task according to the website? original question was only about if the weather can predict the delays?,2009,,"Temporal, maybe not the correct predictive task",Tabular,temporal,Yes,?,https://community.amstat.org/jointscsg-section/dataexpo/dataexpo2009,No,Temporal split,No,Temporal,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,,Delay,299119.0,293.0,240264.0,2.0,8.0,539383.0,0.0,0.0,3.0,5.0,,,,,,,,
189355,41167,dionis,From AutoML challenge. Might be not from tabular domain,2014,,Image domain,Image,unclear,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,,class,2469.0,355.0,878.0,355.0,61.0,416188.0,0.0,0.0,60.0,1.0,,,,,,,,
189356,41147,albert,From AutoML challenge. Is actually the famous criteo dataset and a click prediction task. Likely a recommender system task / CTR Task,2014,,"temporal, recommender system",Special tabular domain or recommender systems,,Yes,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,Conditional,Should rather use the original criteo dataset or better the versions used in click prediction benchmarks (possibly downsampled).,No,not a tabular IID task,No,Temporal Tabular,Supervised Classification,active,10-fold Crossvalidation,,class,212620.0,,212620.0,2.0,79.0,425240.0,425159.0,2734000.0,26.0,53.0,,,,,,,,
189773,41671,microaggregation2,No information given at all. NNs perform best on TabRepo. Might ask the data uploader for help; maybe related: https://www.sciencedirect.com/science/article/abs/pii/S0950705114001956; sounds like the output of the methods on other datasets,2014,,"not a predictive task, output of a compression algorithm so to say?",Tabular,N/A,Maybe,https://www.sciencedirect.com/science/article/pii/S0950705114001956,https://www.sciencedirect.com/science/article/pii/S0950705114001956,Unclear,No information available - could make this an additional criterion,No,not a predictive task,No,Scientific Discovery,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,class,11162.0,5.0,743.0,5.0,21.0,20000.0,0.0,0.0,20.0,1.0,,,,,,,,
189922,41158,gina,From AutoML challenge. Hand-written digit recognition; represented as clusters?,2014,,Image domain,Image,maybe grouped,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,,class,1603.0,2.0,1550.0,2.0,971.0,3153.0,0.0,0.0,970.0,1.0,,,,,,,,
190137,1487,ozone-level-8hr,"Likely requires temporal split; also temporal features sampled at certain intverals, also spatial domain ",2008,,"time series data, spatial",time-series,temporal,Maybe,"Forecasting skewed biased stochastic ozone days: analyses, solutions and beyond, Knowledge and Information Systems, Vol. 14, No. 3, 2008.",10.24432/C5NG6W,No,time-series,No,non iid predictive task,No,Time-series,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,Class,2374.0,2.0,160.0,2.0,73.0,2534.0,0.0,0.0,72.0,1.0,,,,,,,,
190146,54,vehicle,set of features extracted from the silhouette of car images,1987,,Image domain,Image ,unclear,No," Siebert,JP. Turing Institute Research Memorandum TIRM-87-018 ""Vehicle Recognition Using Rule Based Methods"" (March 1987)",10.24432/C5HG6N,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,Class,218.0,4.0,199.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0,,,,,,,,
190392,41144,madeline,From AutoML challenge.  artificial dataset containing data points grouped in 32 clusters placed on the vertices of a ve dimensional hypercube,2014,,Artificial,Toy function tabular,grouped or random,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Artificial, No,no real distribution,No,Artificial/Simulated,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,class,1579.0,2.0,1561.0,2.0,260.0,3140.0,0.0,0.0,259.0,1.0,,,,,,,,
190410,41145,philippine,From AutoML challenge. features extracted from video data; https://www.causality.inf.ethz.ch/al_data/ZEBRA.html; ,2014,,Video data,Video,unclear,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,,class,2916.0,2.0,2916.0,2.0,309.0,5832.0,0.0,0.0,308.0,1.0,,,,,,,,
190411,41156,ada,From AutoML challenge. A version of the adult dataset,2014,,"Sample size, heavily preprocssed ",Tabular,random,Duplicate,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Duplicate,No,Duplicate,No,Duplicate,Supervised Classification,active,10-fold Crossvalidation,,class,3118.0,2.0,1029.0,2.0,49.0,4147.0,0.0,0.0,48.0,1.0,,,,,,,,
190412,41157,arcene,"Part of the NIPS 2003 feature selection challenge. Original task was changed by adding irrelevant features. 10K features in total, so might rather not use this dataset. Only 200 instances; several data sources / groups",2003,,"Task was modified, heavy preprocessing, tiny data",Tabular,random or grouped,Maybe,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data and 10.24432/C58P55,No,<500 instances,No,"too heavy preprocessing (useless features, several sources of samples)",No,Tiny data,Supervised Classification,active,10-fold Crossvalidation,,class,56.0,2.0,44.0,2.0,10001.0,100.0,0.0,0.0,10000.0,1.0,,,,,,,,
211978,41991,Kuzushiji-49,cursive Japanese letter recognition,2018,,Image domain,Image,random,No,https://arxiv.org/abs/1812.01718,https://github.com/rois-codh/kmnist,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,class,7000.0,49.0,456.0,49.0,785.0,270912.0,0.0,0.0,784.0,1.0,,,,,,,,
211979,41168,jannis,From AutoML challenge. Might be not from tabular domain; SAIAPR-TC12 ,2014,,Image domain,Image,unclear,No,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,https://competitions.codalab.org/competitions/2321 and https://automl.chalearn.org/data,No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,class,38522.0,4.0,1687.0,4.0,55.0,83733.0,0.0,0.0,54.0,1.0,,,,,,,,
211980,41989,GTSRB-HOG03,"Recognize traffic lights, 2917 features",2011,,Image domain,Image,unclear,No,"N. Dalal and B. Triggs. Histograms of Oriented Gradients for Human Detection. IEEE Conference on Computer Vision and Pattern Recognition, pages 886-893, 2005","The German Traffic Sign Benchmark is a multi-class, single-image classification challenge held at the International Joint Conference on Neural Networks (IJCNN) 2011.",No,Image,No,Image,No,Image,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,class,3000.0,43.0,270.0,43.0,2917.0,51839.0,0.0,0.0,2916.0,1.0,,,,,,,,
211986,4541,Diabetes130US,"Not sure if date is available, encounter_id might be sorted by date. Generally an interesting tabular data task. Same patients are in the dataset - need to account for that with preprocessing. Task has temporal nature, but features should be time invariant",2014,,?,Tabular,random after preprocessing,Yes,"Beata Strack, Jonathan P. DeShazo, Chris Gennings, Juan L. Olmo, Sebastian Ventura, Krzysztof J. Cios, and John N. Clore, “ Impact of HbA1c Measurement on Hospital Readmission Rates: Analysis of 70,000 Clinical Database Patient Records,” BioMed Research International, vol. 2014, Article ID 781670, 11 pages, 2014.",10.24432/C5230J,Conditional,Requires proper preprocessing and handling of duplicate patients before inclusion,Conditional,"After preprocessing (handling duplicated patiens, handling one-hot encoded categories, ...)",Yes,Tabular,Supervised Classification,active,10-fold Crossvalidation,predictive_accuracy,readmitted,54864.0,790.0,11357.0,3.0,50.0,101766.0,0.0,0.0,13.0,37.0,,,,,,,,
233211,42225,diamonds,"Depending on what the actual task is, might require temporal split. R2 as metric is not representative as all methods perform strong on R2 for this dataset; potential temporal confounder but only the target is time-related if at all, newer version: https://www.kaggle.com/datasets/hrokrin/the-largest-diamond-dataset-currely-on-kaggle - no source on these dataset include date information but it seems obvious that there might be temporal conneciton, however the task ignores this / does not matter. unclear if the price got adjsuted or computed post hoc",2016,,temporal dependence,Tabular,random (or temporal),Maybe,Ggplot2: Elegant Graphics for Data Analysis,https://ggplot2.tidyverse.org,Yes,Fulfills requirements,Yes,We can likely ignore the impact of time for the task,Yes,Tabular,Supervised Regression,active,10-fold Crossvalidation,root_mean_squared_error,price,,,,0.0,10.0,53940.0,0.0,0.0,7.0,3.0,,,,,,,,
233212,42571,Allstate_Claims_Severity,Predict amount of insurance claims.Data anonymized. Unclear whether date is given or temporal split is required. Kaggle challenge; data does not allow us to remove/avoid temporal split or detecte it from meta-data,2016,,temporal dependence,Tabular,random (or temporal),Yes,https://www.kaggle.com/competitions/allstate-claims-severity,https://www.kaggle.com/competitions/allstate-claims-severity,Yes,Fulfills requirements,Yes,We can likely ignore the impact of time for the task,Yes,None-License,Supervised Regression,active,10-fold Crossvalidation,root_mean_squared_error,loss,,,,0.0,131.0,188318.0,0.0,0.0,15.0,116.0,,,,,,,,
233213,4549,Buzzinsocialmedia_Twitter,"Social network data. Need more effort to determined whether it is tabular. Paper for the dataset is in french, so not enough information is available. Also in TabRepo NNs clearly outperform trees which indicates that the data is from another domain; grouped data (twitter and tom's hardware); has temporal connections based on chatgpt https://chatgpt.com/share/67f6b9b5-698c-8009-bc2f-febbb0ddbf90 ; has multiple users and groups of users; from these graphs and users features were extracted and one had to predict the activity (which is for sure time related on social media)?",2013,,graph/recommender system like data,Text or Graph or Recommender Systems,group or temporal,Maybe," Prédictions d’activité dans les réseaux sociaux en ligne (F. Kawala, A. Douzal-Chouakria, E. Gaussier, E. Dimert), In Actes de la Conférence sur les Modèles et l′Analyse des Réseaux : Approches Mathématiques et Informatique (MARAMI), pp. 16, 2013.",10.24432/C56G6V,No,Insufficient information (also stated as a criterion in the CTR23 benchmark),No or Unclear,not iid tabular predictive task (could be seen as one however),No,Temporal Tabular,Supervised Regression,active,10-fold Crossvalidation,root_mean_squared_error,Annotation,,,,0.0,78.0,583250.0,0.0,0.0,78.0,0.0,,,,,,,,
233214,42572,Santander_transaction_value,From Kaggle competition. Original task was rather time-series & some weird feature engineering was applied in the competition. It is very likely that there are leaks. Might rather use the preprocessed version of Tschalzev et al. Not included in TabRepo,2018,,"time-like, heavy preprocessind",time-series,unclear,Yes,https://www.kaggle.com/competitions/santander-value-prediction-challenge,https://www.kaggle.com/competitions/santander-value-prediction-challenge,Unclear,"Various issues in the dataset, but with the right preprocessing might be usable",Unclear,If we can preprocess it (but we likely do not have enough information),Yes,None-License,Supervised Regression,active,10-fold Crossvalidation,root_mean_squared_error,target,,,,0.0,4992.0,4459.0,0.0,0.0,4992.0,0.0,,,,,,,,
